開催年,開催日付,競馬場コード,開催回次,開催日目,レース番号,枠番,馬番,血統番号,馬名,性別,毛色コード,馬齢,東西所属コード,調教師コード,斤量,ブリンカー仕様区分,騎手コード,騎手見習いコード,馬体重,増減符号,増減差,着順,走破タイム,単勝オッズ,単勝人気,着差,グレードコード,競争種別コード,重量種別コード,競争条件コード,距離,芝ダート,回り方向,コース区分,本賞金,出走頭数,天気コード,芝馬場,ダート馬場,開催年_1走前,開催日付_1走前,競馬場コード_1走前,馬番_1走前,斤量_1走前,ブリンカー仕様区分_1走前,騎手コード_1走前,騎手名_1走前,馬体重_1走前,異常区分コード_1走前,着順_1走前,1コーナー順位_1走前,2コーナー順位_1走前,3コーナー順位_1走前,4コーナー順位_1走前,単勝オッズ_1走前,単勝人気_1走前,ラスト3Fタイム_1走前,着差_1走前,グレードコード_1走前,競争種別コード_1走前,重量種別コード_1走前,距離_1走前,芝ダート_1走前,回り方向_1走前,競争条件コード_1走前,コース区分_1走前,本賞金_1走前,出走頭数_1走前,天気コード_1走前,芝馬場_1走前,ダート馬場_1走前,開催年_2走前,開催日付_2走前,競馬場コード_2走前,馬番_2走前,斤量_2走前,ブリンカー仕様区分_2走前,騎手コード_2走前,騎手名_2走前,馬体重_2走前,異常区分コード_2走前,着順_2走前,1コーナー順位_2走前,2コーナー順位_2走前,3コーナー順位_2走前,4コーナー順位_2走前,単勝オッズ_2走前,単勝人気_2走前,ラスト3Fタイム_2走前,着差_2走前,グレードコード_2走前,競争種別コード_2走前,重量種別コード_2走前,距離_2走前,芝ダート_2走前,回り方向_2走前,競争条件コード_2走前,コース区分_2走前,本賞金_2走前,出走頭数_2走前,天気コード_2走前,芝馬場_2走前,ダート馬場_2走前,開催年_3走前,開催日付_3走前,競馬場コード_3走前,馬番_3走前,斤量_3走前,ブリンカー仕様区分_3走前,騎手コード_3走前,騎手名_3走前,馬体重_3走前,異常区分コード_3走前,着順_3走前,1コーナー順位_3走前,2コーナー順位_3走前,3コーナー順位_3走前,4コーナー順位_3走前,単勝オッズ_3走前,単勝人気_3走前,ラスト3Fタイム_3走前,着差_3走前,グレードコード_3走前,競争種別コード_3走前,重量種別コード_3走前,距離_3走前,芝ダート_3走前,回り方向_3走前,競争条件コード_3走前,コース区分_3走前,本賞金_3走前,出走頭数_3走前,天気コード_3走前,芝馬場_3走前,ダート馬場_3走前
2019,309,9,1,5,3,2,2,2016100642,グランエースマン,1,1,3,2,1039,530,0,1159,3,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,302.0,9.0,13.0,550.0,0.0,1156.0,加藤祥太,490.0,0.0,16.0,0.0,0.0,11.0,14.0,2846.0,16.0,391.0,32.0,,12.0,3.0,1200.0,,R,703.0,,50000.0,16.0,1.0,0.0,2.0,2018.0,1028.0,8.0,8.0,520.0,0.0,1172.0,服部寿希,482.0,0.0,9.0,0.0,0.0,6.0,6.0,528.0,8.0,390.0,18.0,,11.0,3.0,1200.0,,R,703.0,,35000.0,9.0,1.0,0.0,1.0,2018.0,1013.0,8.0,10.0,550.0,0.0,1018.0,和田竜二,484.0,0.0,8.0,0.0,0.0,5.0,6.0,47.0,2.0,389.0,20.0,,11.0,3.0,1200.0,,R,701.0,,70000.0,15.0,1.0,0.0,1.0
2019,309,9,1,5,3,3,3,2016106008,ジョーダンケルク,1,7,3,2,1161,550,1,1168,1,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,302.0,9.0,2.0,550.0,1.0,1168.0,富田暁,518.0,0.0,15.0,1.0,1.0,1.0,4.0,1797.0,15.0,395.0,34.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,16.0,1.0,1.0,0.0,2018.0,1124.0,8.0,1.0,530.0,0.0,1168.0,富田暁,528.0,0.0,11.0,0.0,0.0,14.0,13.0,2621.0,14.0,387.0,24.0,,11.0,3.0,1400.0,,R,703.0,,50000.0,16.0,1.0,0.0,1.0,2018.0,1111.0,8.0,9.0,550.0,0.0,1093.0,藤岡佑介,530.0,0.0,11.0,8.0,8.0,8.0,10.0,1667.0,9.0,398.0,36.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,13.0,1.0,0.0,2.0
2019,309,9,1,5,3,4,4,2016103072,ショウナンアーサー,1,4,3,2,1105,560,0,5525,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,217.0,10.0,18.0,560.0,0.0,1127.0,丸山元気,524.0,0.0,12.0,16.0,16.0,10.0,12.0,278.0,11.0,369.0,20.0,,12.0,3.0,2000.0,,R,701.0,A,60000.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,3,5,5,2016104219,シホノフォルテ,1,3,3,2,1158,560,0,1115,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,224.0,9.0,2.0,560.0,0.0,1115.0,浜中俊,522.0,0.0,3.0,7.0,7.0,7.0,8.0,203.0,9.0,383.0,2.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,15.0,1.0,0.0,1.0,2019.0,210.0,5.0,2.0,540.0,0.0,1161.0,菊沢一樹,526.0,0.0,7.0,0.0,0.0,10.0,10.0,110.0,3.0,381.0,12.0,,12.0,3.0,1600.0,,L,701.0,,60000.0,16.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,3,6,6,2016101642,ラッキーグラン,1,3,3,2,1111,560,0,1018,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,216.0,8.0,7.0,560.0,0.0,1018.0,和田竜二,456.0,0.0,6.0,10.0,9.0,9.0,8.0,141.0,6.0,394.0,25.0,,12.0,3.0,1800.0,,R,701.0,,60000.0,16.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,3,6,7,2016103091,クラウドスケープ,1,4,3,2,1075,550,1,1163,1,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,224.0,9.0,10.0,550.0,0.0,1163.0,坂井瑠星,474.0,0.0,2.0,1.0,1.0,1.0,1.0,33.0,1.0,388.0,1.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,15.0,1.0,0.0,1.0,2018.0,1228.0,9.0,3.0,540.0,0.0,1163.0,坂井瑠星,478.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,9999.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,15.0,1.0,0.0,1.0,2018.0,1216.0,9.0,6.0,540.0,0.0,1163.0,坂井瑠星,474.0,0.0,2.0,2.0,2.0,2.0,2.0,18.0,1.0,381.0,1.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,12.0,1.0,0.0,1.0
2019,309,9,1,5,3,7,8,2016105863,ジグソー,1,3,3,2,1149,560,0,1034,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,223.0,9.0,11.0,560.0,0.0,1125.0,国分優作,484.0,0.0,11.0,9.0,9.0,10.0,11.0,1235.0,11.0,394.0,21.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,14.0,2.0,0.0,2.0,2019.0,209.0,8.0,11.0,560.0,0.0,700.0,四位洋文,488.0,0.0,14.0,0.0,0.0,14.0,14.0,296.0,10.0,384.0,31.0,,12.0,3.0,1400.0,,R,701.0,,60000.0,16.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,3,7,9,2016102327,シゲルイエロダイヤ,1,1,3,2,422,560,0,1154,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,224.0,10.0,5.0,560.0,0.0,1154.0,松若風馬,458.0,0.0,7.0,14.0,12.0,10.0,9.0,249.0,9.0,389.0,14.0,,12.0,3.0,1700.0,,R,703.0,,50000.0,16.0,1.0,0.0,2.0,2019.0,209.0,10.0,6.0,560.0,0.0,1154.0,松若風馬,454.0,0.0,4.0,11.0,10.0,7.0,6.0,171.0,5.0,393.0,11.0,,12.0,3.0,1700.0,,R,703.0,,50000.0,11.0,2.0,0.0,2.0,2019.0,127.0,7.0,6.0,550.0,0.0,1160.0,荻野極,450.0,0.0,10.0,12.0,12.0,13.0,13.0,83.0,3.0,394.0,8.0,,12.0,3.0,1800.0,,L,703.0,,50000.0,15.0,1.0,0.0,1.0
2019,309,9,1,5,3,8,10,2016106106,タニノシェクハンド,1,1,3,2,1107,560,0,1126,0,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,223.0,9.0,4.0,560.0,0.0,1126.0,松山弘平,474.0,0.0,5.0,10.0,11.0,11.0,11.0,1790.0,13.0,381.0,9.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,14.0,2.0,0.0,2.0,2019.0,119.0,8.0,11.0,560.0,0.0,1114.0,田中健,478.0,0.0,10.0,9.0,8.0,11.0,11.0,900.0,9.0,386.0,17.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,13.0,1.0,0.0,1.0,2019.0,105.0,8.0,10.0,560.0,0.0,1152.0,小崎綾也,480.0,0.0,9.0,12.0,13.0,15.0,13.0,2428.0,15.0,376.0,17.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,16.0,2.0,0.0,1.0
2019,309,9,1,5,3,8,11,2016101524,マサノファントム,1,1,3,1,1036,530,0,1172,3,0,,0,0,0,0,0,0,,12,3,703,1800,d,R,,50000,0,0,0,0,2019.0,209.0,8.0,14.0,560.0,0.0,1124.0,国分恭介,504.0,0.0,15.0,0.0,0.0,14.0,11.0,3646.0,16.0,400.0,25.0,,12.0,3.0,1400.0,,R,703.0,,50000.0,16.0,2.0,0.0,2.0,2019.0,120.0,7.0,10.0,540.0,0.0,1165.0,森裕太朗,508.0,0.0,17.0,17.0,17.0,17.0,17.0,2155.0,18.0,370.0,60.0,,12.0,3.0,2000.0,,L,701.0,B,60000.0,18.0,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,1,1,2016103767,サンライズアキレス,1,7,3,2,1002,560,0,5525,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,8.0,1.0,560.0,0.0,1093.0,藤岡佑介,492.0,0.0,2.0,7.0,7.0,4.0,2.0,96.0,5.0,361.0,5.0,,12.0,3.0,2000.0,,R,703.0,B,50000.0,14.0,1.0,1.0,0.0,2019.0,126.0,7.0,2.0,550.0,0.0,1166.0,川又賢治,490.0,0.0,4.0,11.0,11.0,10.0,10.0,100.0,5.0,351.0,11.0,,12.0,3.0,2000.0,,L,703.0,B,50000.0,13.0,1.0,1.0,0.0,2019.0,106.0,8.0,15.0,550.0,0.0,1166.0,川又賢治,490.0,0.0,3.0,12.0,12.0,12.0,11.0,265.0,8.0,367.0,6.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,16.0,2.0,1.0,0.0
2019,309,9,1,5,4,2,2,2016106054,ローゼンリッター,1,1,3,2,1075,550,0,1163,1,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,224.0,9.0,1.0,550.0,0.0,1163.0,坂井瑠星,536.0,0.0,7.0,13.0,13.0,10.0,10.0,185.0,5.0,347.0,7.0,,12.0,3.0,2000.0,,R,701.0,A,60000.0,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,3,3,2016105360,イッツマイウェイ,1,3,3,2,1028,560,1,1034,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,223.0,9.0,10.0,560.0,1.0,1034.0,酒井学,478.0,0.0,13.0,12.0,12.0,13.0,13.0,391.0,7.0,393.0,29.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,14.0,2.0,0.0,2.0,2019.0,210.0,10.0,7.0,560.0,0.0,1095.0,吉田隼人,474.0,0.0,12.0,9.0,10.0,10.0,12.0,302.0,7.0,383.0,36.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,12.0,1.0,2.0,0.0,2018.0,1124.0,8.0,2.0,550.0,0.0,1088.0,川田将雅,466.0,0.0,8.0,0.0,0.0,5.0,7.0,216.0,5.0,369.0,33.0,,11.0,3.0,1800.0,,R,703.0,C,50000.0,8.0,1.0,1.0,0.0
2019,309,9,1,5,4,4,4,2016104293,カズマークセン,1,3,3,2,1016,560,0,666,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,8.0,4.0,550.0,0.0,1163.0,坂井瑠星,494.0,0.0,3.0,4.0,4.0,5.0,5.0,128.0,6.0,363.0,8.0,,12.0,3.0,2000.0,,R,703.0,B,50000.0,14.0,1.0,1.0,0.0,2018.0,1117.0,5.0,5.0,550.0,0.0,1014.0,福永祐一,494.0,0.0,6.0,0.0,9.0,8.0,8.0,242.0,5.0,353.0,15.0,,11.0,3.0,2000.0,,L,703.0,C,50000.0,16.0,1.0,1.0,0.0,2018.0,1027.0,8.0,6.0,550.0,0.0,1014.0,福永祐一,502.0,0.0,4.0,7.0,7.0,5.0,5.0,45.0,3.0,360.0,5.0,,11.0,3.0,2000.0,,R,701.0,A,70000.0,9.0,1.0,2.0,0.0
2019,309,9,1,5,4,4,5,2016103960,ビップモーリー,1,4,3,2,1110,560,0,5115,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2018.0,1223.0,9.0,1.0,550.0,0.0,1124.0,国分恭介,458.0,0.0,10.0,0.0,0.0,10.0,10.0,2522.0,14.0,359.0,7.0,,11.0,3.0,1600.0,,R,703.0,B,50000.0,16.0,1.0,2.0,0.0,2018.0,1215.0,9.0,6.0,550.0,0.0,1124.0,国分恭介,460.0,0.0,7.0,10.0,9.0,8.0,9.0,3262.0,8.0,367.0,10.0,,11.0,3.0,2000.0,,R,703.0,A,50000.0,11.0,2.0,1.0,0.0,2018.0,1201.0,9.0,1.0,550.0,0.0,1154.0,松若風馬,456.0,0.0,8.0,6.0,6.0,7.0,6.0,111.0,5.0,399.0,21.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,10.0,1.0,0.0,1.0
2019,309,9,1,5,4,5,6,2016104573,カトルジュール,1,7,3,2,1121,560,0,1115,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,106.0,8.0,5.0,530.0,0.0,1171.0,西村淳也,458.0,0.0,13.0,3.0,4.0,4.0,10.0,703.0,11.0,432.0,51.0,,12.0,3.0,1800.0,,R,703.0,,50000.0,15.0,2.0,0.0,1.0,2018.0,1110.0,8.0,3.0,550.0,0.0,1115.0,浜中俊,452.0,0.0,7.0,0.0,0.0,11.0,11.0,1110.0,10.0,358.0,18.0,,11.0,3.0,1600.0,,R,701.0,B,70000.0,11.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,5,7,2016110024,ヒーリングマインド,1,3,3,2,1011,560,0,1014,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,216.0,8.0,1.0,560.0,0.0,1014.0,福永祐一,474.0,0.0,5.0,0.0,0.0,10.0,13.0,66.0,2.0,353.0,3.0,,12.0,3.0,1600.0,,R,703.0,B,50000.0,16.0,2.0,1.0,0.0,2019.0,119.0,8.0,8.0,560.0,0.0,1014.0,福永祐一,476.0,0.0,2.0,7.0,8.0,8.0,4.0,98.0,4.0,354.0,1.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,15.0,1.0,1.0,0.0,2018.0,1228.0,9.0,16.0,550.0,0.0,1095.0,吉田隼人,484.0,0.0,6.0,0.0,0.0,12.0,14.0,196.0,6.0,363.0,15.0,,11.0,3.0,1800.0,,R,703.0,B,50000.0,18.0,6.0,1.0,0.0
2019,309,9,1,5,4,6,8,2016106004,プロポーズ,2,5,3,2,1161,540,0,1046,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,10.0,8.0,540.0,0.0,1015.0,古川吉洋,438.0,0.0,8.0,15.0,15.0,16.0,15.0,1390.0,16.0,362.0,9.0,,12.0,3.0,2000.0,,R,703.0,A,50000.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,6,9,2016105467,ブラザーサン,1,1,3,1,1036,530,0,1172,3,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,8.0,3.0,560.0,0.0,1108.0,的場勇人,396.0,0.0,12.0,10.0,10.0,12.0,14.0,3004.0,13.0,380.0,32.0,,12.0,3.0,2000.0,,R,703.0,B,50000.0,14.0,1.0,1.0,0.0,2019.0,126.0,5.0,12.0,560.0,0.0,1108.0,的場勇人,402.0,0.0,10.0,15.0,15.0,15.0,15.0,3953.0,15.0,348.0,12.0,,12.0,3.0,2400.0,,L,703.0,D,50000.0,15.0,1.0,1.0,0.0,2018.0,1223.0,6.0,11.0,550.0,0.0,1108.0,的場勇人,410.0,0.0,12.0,12.0,12.0,14.0,14.0,4240.0,16.0,421.0,48.0,,11.0,3.0,1800.0,,R,703.0,,50000.0,16.0,2.0,0.0,1.0
2019,309,9,1,5,4,7,10,2016105222,ネルソンタッチ,1,7,3,2,1058,560,0,1099,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,114.0,8.0,10.0,560.0,0.0,1126.0,松山弘平,500.0,0.0,9.0,9.0,8.0,10.0,8.0,213.0,8.0,376.0,9.0,,12.0,3.0,2200.0,,R,703.0,A,50000.0,15.0,1.0,1.0,0.0,2018.0,1201.0,9.0,3.0,550.0,0.0,1154.0,松若風馬,494.0,0.0,7.0,0.0,0.0,7.0,7.0,387.0,7.0,347.0,7.0,,11.0,3.0,1800.0,,R,703.0,A,50000.0,10.0,2.0,1.0,0.0,2018.0,922.0,9.0,9.0,540.0,0.0,732.0,幸英明,494.0,0.0,6.0,0.0,0.0,10.0,10.0,155.0,4.0,348.0,10.0,,11.0,3.0,1600.0,,R,701.0,B,70000.0,12.0,2.0,3.0,0.0
2019,309,9,1,5,4,7,11,2016105238,ピサ,2,5,3,2,1039,540,0,1124,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,10.0,9.0,540.0,0.0,1019.0,秋山真一,444.0,0.0,13.0,16.0,16.0,16.0,16.0,555.0,12.0,364.0,24.0,,12.0,3.0,2000.0,,R,701.0,A,60000.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,8,12,2016105106,ダンスディライト,1,4,3,2,1092,560,0,5212,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,127.0,8.0,2.0,560.0,0.0,5212.0,Ｍ．デム,508.0,0.0,5.0,7.0,7.0,6.0,3.0,20.0,1.0,358.0,5.0,,12.0,3.0,2200.0,,R,703.0,B,50000.0,8.0,1.0,1.0,0.0,2019.0,105.0,6.0,2.0,560.0,0.0,660.0,横山典弘,518.0,0.0,3.0,12.0,12.0,12.0,9.0,82.0,4.0,354.0,5.0,,12.0,3.0,2000.0,,R,701.0,C,60000.0,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,4,8,13,2016103499,グレートベースン,1,5,3,2,1154,560,0,1093,0,0,,0,0,0,0,0,0,,12,3,703,2200,s,R,A,50000,0,0,0,0,2019.0,217.0,10.0,7.0,560.0,0.0,1095.0,吉田隼人,490.0,0.0,4.0,3.0,3.0,3.0,2.0,53.0,3.0,360.0,3.0,,12.0,3.0,2000.0,,R,701.0,A,60000.0,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,1,1,2016105670,ラストマンボ,2,4,3,2,362,540,0,1018,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,1,2,2016102604,キングアーサー,1,3,3,2,1157,560,0,1154,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,2,3,2016105168,モズアンジェラ,2,3,3,2,1148,540,0,1124,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,2,4,2016103066,シャンパンクーペ,1,3,3,2,1128,560,0,1112,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,3,5,2016106037,メイプルランド,2,3,3,2,1154,540,0,1126,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,3,6,2016103756,キタサンチャンドラ,1,3,3,2,1084,550,0,1156,1,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,4,7,2016102853,メメランタン,1,7,3,2,1160,560,0,1146,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,4,8,2016101151,ロードラウレア,1,4,3,2,1053,560,0,1014,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,5,9,2016104947,エアミホーク,1,4,3,2,1104,560,0,1093,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,5,10,2016102852,ピエナクロフネ,1,7,3,2,1050,560,0,1010,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,6,11,2016102110,メイショウコンペキ,1,3,3,2,1046,560,0,1037,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,6,12,2016106596,シュッドヴァデル,1,3,3,2,1061,560,0,5525,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,7,13,2016106073,ニホンピロユー,1,4,3,2,1040,560,0,894,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,7,14,2016100171,アイファーキングズ,1,4,3,2,1046,560,0,1115,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,8,15,2016105066,イルマタル,2,3,3,2,1155,540,0,1034,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,5,8,16,2016101648,ワタシノワルツ,2,7,3,2,1157,540,0,1130,0,0,,0,0,0,0,0,0,,12,3,701,1800,d,R,,60000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,309,9,1,5,6,1,1,2014100524,ナンヨーマーズ,1,3,5,2,1110,570,0,1019,0,0,,0,0,0,0,0,0,,14,4,5,1600,s,R,A,75000,0,0,0,0,2019.0,302.0,10.0,14.0,570.0,0.0,1019.0,秋山真一,446.0,0.0,9.0,12.0,12.0,10.0,11.0,55.0,3.0,349.0,6.0,,14.0,4.0,1800.0,,R,5.0,B,75000.0,14.0,2.0,1.0,0.0,2019.0,217.0,8.0,14.0,560.0,0.0,1168.0,富田暁,454.0,0.0,6.0,0.0,0.0,16.0,14.0,187.0,6.0,346.0,7.0,,14.0,4.0,1600.0,,R,5.0,B,75000.0,16.0,2.0,1.0,0.0,2019.0,203.0,7.0,13.0,570.0,0.0,700.0,四位洋文,452.0,0.0,5.0,0.0,14.0,14.0,14.0,235.0,7.0,338.0,6.0,E,14.0,4.0,1600.0,,L,5.0,B,105000.0,14.0,2.0,1.0,0.0
